,Title,Brand,Model,Category,Price,Tax/Vat Status,Year,Overall Lengrh,Beam,Draft,Displacement,Location,Country,Insert Date,Engine,Engine Hours,Fuel,Fuel Capacity,Number of Cabins,Number of Berths,Passenger Capacity,Website,Link,Unique Id
361,2005 Rodman 64,Rodman,64,Power Boat,500000,Not Given,2005,Not Given,Not Given,Not Given,Not Given,TARRAGONA,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2005/rodman-64-2454675/,2005642454675
362,2005 Rodman 64,Rodman,64,Power Boat,485000,Not Given,2005,Not Given,Not Given,Not Given,Not Given,BARCELONA,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2005/rodman-64-3690689/,2005643690689
363,2004 Riviera 60 Flybridge,Riviera,60 Flybridge,Power Boat,380000,Not Given,2004,Not Given,Not Given,Not Given,Not Given,Spain,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2004/riviera-60-flybridge-2819589/,2004602819589
364,2008 Sunseeker Manhattan 60,Sunseeker,Manhattan 60,Power Boat,494995,Not Given,2008,Not Given,Not Given,Not Given,Not Given,Mallorca,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2008/sunseeker-manhattan-60-3696383/,2008603696383
365,2008 Sunseeker Manhattan 60,Sunseeker,Manhattan 60,Power Boat,495000,Not Given,2008,Not Given,Not Given,Not Given,Not Given,Menorca,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2008/sunseeker-manhattan-60-3707350/,2008603707350
366,2008 Sunseeker Manhattan 60,Sunseeker,Manhattan 60,Power Boat,475000,Not Given,2008,Not Given,Not Given,Not Given,Not Given,Malaga,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2008/sunseeker-manhattan-60-3701105/,2008603701105
367,2008 Sunseeker Manhattan 60,Sunseeker,Manhattan 60,Power Boat,470000,Not Given,2008,Not Given,Not Given,Not Given,Not Given,Mallorca,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2008/sunseeker-manhattan-60-3702854/,2008603702854
368,2007 Sunseeker Manhattan 60,Sunseeker,Manhattan 60,Power Boat,465000,Not Given,2007,Not Given,Not Given,Not Given,Not Given,EMPURIABRAVA,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2007/sunseeker-manhattan-60-3605867/,2007603605867
369,2008 Sunseeker Manhattan 60,Sunseeker,Manhattan 60,Power Boat,495000,Not Given,2008,Not Given,Not Given,Not Given,Not Given,menorca,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2008/sunseeker-manhattan-60-3673260/,2008603673260
370,2007 Azimut 62 S,Azimut,62 S,Power Boat,495000,Not Given,2007,Not Given,Not Given,Not Given,Not Given,Torrevieja,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2007/azimut-62s-3500220/,2007623500220
371,2008 Sunseeker Manhattan 60,Sunseeker,Manhattan 60,Power Boat,475000,Not Given,2008,19.6,5.0,Not Given,Not Given,Marbella,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2008/sunseeker-manhattan-60-3702288/,2008603702288
372,2005 Guy Couach 195 Fly,Guy,Couach 195 Fly,Power Boat,450000,Not Given,2005,Not Given,Not Given,Not Given,Not Given,Pontevedra,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2005/guy-couach-195-fly-3211849/,20051953211849
373,2006 Guy Couach 195 Fly,Guy,Couach 195 Fly,Power Boat,3800004000029,Not Given,2006,Not Given,Not Given,Not Given,Not Given,Roses,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2006/guy-couach-195-fly-3588969/,20061953588969
374,2009 Fairline Targa 64,Fairline,Targa 64,Power Boat,4390006000019,Not Given,2009,19.0,4.7,Not Given,Not Given,Empuriabrava,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2009/fairline-targa-64-3692503/,2009643692503
375,2002 Azimut 62,Azimut,62,Power Boat,335000,Not Given,2002,Not Given,Not Given,Not Given,Not Given,PALMA,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2002/azimut-62-3583287/,2002623583287
376,2008 Azimut 62S,Azimut,62S,Power Boat,500000,Not Given,2008,Not Given,Not Given,Not Given,Not Given,Mallorca,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2008/azimut-62s-3684099/,2008623684099
377,2009 Azimut 62S,Azimut,62S,Power Boat,500000,Not Given,2009,Not Given,Not Given,Not Given,Not Given,Mal,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2009/azimut-62s-3575581/,2009623575581
378,1991 Sea Ray 630 Super Sun Sport,Sea,Ray 630 Super Sun Sport,Power Boat,300000,Not Given,1991,Not Given,Not Given,Not Given,Not Given,Palma,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/1991/sea-ray-630-super-sun-sport-3590573/,19916303590573
379,2003 Azimut 62,Azimut,62,Power Boat,490000,Not Given,2003,Not Given,Not Given,Not Given,Not Given,Spain,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2003/azimut-62-3112021/,2003623112021
380,2003 Princess 61 Fly,Princess,61 Fly,Power Boat,365000,Not Given,2003,Not Given,Not Given,Not Given,Not Given,costa,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2003/princess-61-fly-3230792/,2003613230792
381,2002 Sunseeker Predator 61,Sunseeker,Predator 61,Power Boat,338000,Not Given,2002,Not Given,Not Given,Not Given,Not Given,Benalmadena,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2002/sunseeker-predator-61-3651332/,2002613651332
382,2002 Sunseeker Predator 61,Sunseeker,Predator 61,Power Boat,310000,Not Given,2002,Not Given,Not Given,Not Given,Not Given,Malaga,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2002/sunseeker-predator-61-3654439/,2002613654439
383,1998 Riva 60 Bahamas Special,Riva,60 Bahamas Special,Power Boat,490000,Not Given,1998,Not Given,Not Given,Not Given,Not Given,Mallorca,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/1998/riva-60-bahamas-special-3656377/,1998603656377
384,2002 Alfamarine 60,Alfamarine,60,Power Boat,399000,Not Given,2002,Not Given,Not Given,Not Given,Not Given,Ibiza,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2002/alfamarine-60-2914526/,2002602914526
385,2002 Sunseeker Predator 68,Sunseeker,Predator 68,Power Boat,439000,Not Given,2002,Not Given,Not Given,Not Given,Not Given,Ibiza,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2002/sunseeker-predator-68-3605234/,2002683605234
386,2002 Sunseeker Predator 68,Sunseeker,Predator 68,Power Boat,439000,Not Given,2002,Not Given,Not Given,Not Given,Not Given,Ibiza,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2002/sunseeker-predator-68-3599169/,2002683599169
387,2002 Alfamarine 60,Alfamarine,60,Power Boat,340618,Not Given,2002,Not Given,Not Given,Not Given,Not Given,Ibiza,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2002/alfamarine-60-3715157/,2002603715157
388,2008 Azimut 62S,Azimut,62S,Power Boat,500000,Not Given,2008,Not Given,Not Given,Not Given,Not Given,Mallorca,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2008/azimut-62s-3672715/,2008623672715
389,2003 Riviera 58 Convertible,Riviera,58 Convertible,Power Boat,380000,Not Given,2003,Not Given,Not Given,Not Given,Not Given,Málaga,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2003/riviera-58-convertible-3528491/,2003583528491
390,2004 Riviera 58 Enclosed Flybridge,Riviera,58 Enclosed Flybridge,Power Boat,500000,Not Given,2004,Not Given,Not Given,Not Given,Not Given,La,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2004/riviera-58-enclosed-flybridge-3529427/,2004583529427
391,2007 Azimut 62S,Azimut,62S,Power Boat,490000,Not Given,2007,Not Given,Not Given,Not Given,Not Given,Spain,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2007/azimut-62s-2781703/,2007622781703
392,2007 Aicon 62,Aicon,62,Power Boat,439000,Not Given,2007,Not Given,Not Given,Not Given,Not Given,Sitges,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2007/aicon-62-3652833/,2007623652833
393,2004 Ferretti Yachts 590,Ferretti,Yachts 590,Power Boat,32500011500005,Not Given,2004,Not Given,Not Given,Not Given,Not Given,Porto,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2004/ferretti-yachts-590-2748580/,20045902748580
394,2004 Ferretti Yachts 590,Ferretti,Yachts 590,Power Boat,3250002000016,Not Given,2004,Not Given,Not Given,Not Given,Not Given,Palma,Spain,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.it/barche/2004/ferretti-yachts-590-3721651/,20045903721651
